Amount,TransactionAmount,AnomalyScore,FraudIndicator,Hour,DayOfWeek,Category_Food,Category_Online,Category_Other,Category_Retail,Category_Travel
71.26856791663724,15.85588970150042,0.1173613685668951,0,12,6,1,0,0,0,0
46.214982406953474,35.25955889294103,0.682579996111541,0,13,6,0,0,0,1,0
14.63168948637222,53.30527210965001,0.9384845538305628,0,14,6,0,0,1,0,0
80.53777562959479,89.31329987617828,0.5326091267272046,0,15,6,0,0,1,0,0
47.874851353915766,13.156789554321756,0.3194777655854669,0,16,6,0,0,1,0,0
85.10981610829299,39.31008128591371,0.2149458399121594,0,17,6,0,0,0,1,0
55.81926585658818,62.40210028810944,0.5672705382841227,0,18,6,0,1,0,0,0
86.97191973785533,88.11638357233643,0.7663300041347579,0,19,6,1,0,0,0,0
69.75758075212585,29.203181435601817,0.7076318867164036,0,20,6,0,1,0,0,0
79.35791579481321,15.0314207539817,0.9923378496402676,0,21,6,0,1,0,0,0
72.74250983074938,64.0550437068745,0.531697063932589,0,22,6,1,0,0,0,0
17.6405694778187,37.31484596425175,0.0322402678558125,0,23,6,0,0,0,0,1
30.793728080558463,11.93959323128237,0.0061201141369274,1,0,0,0,0,1,0,0
61.35297940106928,17.91599331862236,0.0447252918925693,0,1,0,0,1,0,0,0
42.07616320785515,28.42012347274126,0.9181560081146742,0,2,0,0,0,0,1,0
90.81333790562653,95.91411492767848,0.0555455780239428,0,3,0,0,0,0,1,0
42.08401695356378,44.00543975418234,0.5687201877502441,0,4,0,1,0,0,0,0
87.77609114158098,39.083675731208,0.1116274550577005,0,5,0,0,1,0,0,0
62.13088122838467,79.91319162474862,0.6294201752731601,0,6,0,0,0,1,0,0
83.1517552203441,99.39547482554184,0.5047562252447003,0,7,0,0,0,0,1,0
49.723786313021925,98.02129252071374,0.7124860792029184,0,8,0,0,0,0,0,1
13.081741283544147,85.97846399845285,0.6232913655459015,0,9,0,1,0,0,0,0
28.62756065487808,61.369965594477215,0.6889460878176792,0,10,0,1,0,0,0,0
82.91599923239106,56.39017672096056,0.7012128117494796,0,11,0,0,0,0,1,0
76.11459127700137,52.224587954587946,0.3817522806168361,0,12,0,0,0,0,0,1
66.56159118369223,88.00863507425593,0.4478817547460879,0,13,0,0,0,0,0,1
50.51711429707575,22.41233395120337,0.7690132128559298,0,14,0,0,0,1,0,0
55.162744952494926,10.967550794864708,0.3391291866143247,0,15,0,0,1,0,0,0
78.33451388591148,74.80049283184198,0.0951938957139624,0,16,0,0,0,1,0,0
51.4144879788989,16.34857049322759,0.1072906870387059,0,17,0,0,0,1,0,0
81.34788954135908,59.48591943885853,0.169625926112435,0,18,0,0,0,0,1,0
95.23140544260824,64.68870798615711,0.5467204678243731,0,19,0,0,0,1,0,0
87.15831942631942,40.11881406202277,0.7132956071476505,0,20,0,0,0,0,1,0
78.69681169305915,33.18694249951406,0.2189393885632597,0,21,0,0,0,1,0,0
23.80623682022744,64.24073572319557,0.5521439297775538,0,22,0,0,1,0,0,0
57.31615922446038,53.91674221753586,0.1617728586912705,1,23,0,0,1,0,0,0
67.92604330939866,55.60426363765741,0.6860135687546838,0,0,1,0,0,0,0,1
16.26344880319616,95.54621197153052,0.957373586986144,0,1,1,0,0,0,0,1
13.42002255353782,25.73509604902587,0.7842947190605576,0,2,1,0,0,1,0,0
42.76855554669151,92.0899205881348,0.4885878004048138,0,3,1,1,0,0,0,0
41.21158341874049,66.15215047728688,0.2178905074792401,0,4,1,0,0,0,0,1
58.13859005804491,70.84820400902817,0.3941309112302433,0,5,1,0,0,1,0,0
14.634664157422302,65.46874682566187,0.6085123427185402,0,6,1,0,1,0,0,0
19.137591520992626,25.27309509866829,0.0255585901176547,0,7,1,0,0,0,1,0
29.83486576041774,54.43074953579532,0.2007991959678334,0,8,1,0,0,0,0,1
38.43137755298227,89.92128590628081,0.084979207388952,0,9,1,0,1,0,0,0
18.11076186890229,70.5533611534697,0.0148769296562688,0,10,1,1,0,0,0,0
22.97242859349798,11.760532784436789,0.8500908746590535,0,11,1,0,1,0,0,0
22.45289288099517,47.90428072026375,0.8858380254109788,0,12,1,0,0,0,1,0
70.51131966791718,30.12257414785566,0.6619170473823522,0,13,1,0,0,0,1,0
78.55221406635722,59.06169368651467,0.7086399710261254,0,14,1,0,0,0,1,0
35.601241841950866,61.030450747630056,0.0365564379848128,0,15,1,0,0,0,0,1
26.00722367933592,77.76328614592758,0.4402907533266011,0,16,1,0,0,0,1,0
85.36034193563887,49.16020343383616,0.0002337072005655,0,17,1,0,0,0,1,0
48.09673926087099,70.28777110281193,0.5325805700018359,0,18,1,0,1,0,0,0
29.03410939854033,33.838420642486625,0.1103865196909265,0,19,1,1,0,0,0,0
98.14685940247114,49.22333118633592,0.190179868627074,0,20,1,0,0,0,0,1
79.77488953148558,85.86740383135798,0.4604078745218216,0,21,1,0,0,0,0,1
50.39592040108388,72.2881408132906,0.6351498923024964,1,22,1,0,0,1,0,0
98.5026858539832,26.196351691755417,0.495002454686524,0,23,1,0,0,0,1,0
18.16684546592576,90.0778270615524,0.3040718787901955,0,0,2,0,0,1,0,0
55.88720399193835,21.11119366756257,0.291574943975321,0,1,2,0,0,1,0,0
76.84342858021311,15.152685241543288,0.2419476642350824,0,2,2,0,1,0,0,0
13.097222776355888,94.0073412618988,0.3374859941376362,0,3,2,0,0,1,0,0
58.92390637798005,88.98436112503889,0.9603976293466876,0,4,2,1,0,0,0,0
61.65899469709107,97.48688179907796,0.2645800599183321,0,5,2,0,1,0,0,0
12.458635265316776,83.76810174234359,0.3332819881973068,0,6,2,0,0,0,1,0
16.651042272403856,93.56933968320736,0.3398523619032424,0,7,2,0,0,0,0,1
64.1798875377491,39.7071103789509,0.2223044794557515,0,8,2,0,0,1,0,0
13.915099886609262,54.89026403662322,0.4215635124057515,0,9,2,0,0,0,0,1
58.084975288492096,85.92834801769118,0.3664545518768669,0,10,2,0,1,0,0,0
96.8105858612092,64.58967531386853,0.8913273664664983,0,11,2,0,1,0,0,0
48.737959254294935,66.51437179940578,0.7824277459451286,0,12,2,1,0,0,0,0
44.24378825471623,57.44211218746886,0.0063315156706293,0,13,2,0,0,1,0,0
22.586047991269297,10.625085325396435,0.6864802438144277,0,14,2,0,0,0,1,0
40.47944601842122,21.310132757865613,0.290569092728993,0,15,2,0,0,1,0,0
74.4439571243902,31.089658414406184,0.3787730482978894,0,16,2,0,1,0,0,0
77.57986716270221,97.86479106596292,0.8384719464730573,0,17,2,0,0,0,0,1
40.63979180497972,20.93135754622178,0.8548717198256173,0,18,2,0,0,0,1,0
62.921911545133966,84.66984069219563,0.4309100079096375,0,19,2,1,0,0,0,0
43.7036374245612,75.34393386371227,0.8626867847533091,0,20,2,0,0,0,0,1
56.60485656715164,31.029962233485527,0.9230146888184372,0,21,2,0,0,0,1,0
17.72987462635209,19.527907375407104,0.8521427323660469,1,22,2,0,0,0,1,0
68.83486745284134,82.48672259028618,0.0428071189562689,0,23,2,0,0,0,1,0
32.34210737065556,95.08638384399995,0.7459715350697309,0,0,3,0,0,0,1,0
87.56655197793899,48.77567691066048,0.5893665589856495,0,1,3,0,0,0,1,0
70.83894725546456,76.92373657516502,0.269505804949578,1,2,3,0,0,1,0,0
26.529790933426444,52.738703327766736,0.4136975064344618,0,3,3,0,0,0,0,1
88.20456750327392,83.10764958693693,0.7920798620894777,0,4,3,0,0,0,1,0
55.20289159939914,60.02616890446173,0.407731665515309,0,5,3,0,0,1,0,0
55.48555001123924,89.72536824864176,0.5470065298001408,0,6,3,0,0,1,0,0
39.19964508295418,83.8883819694083,0.6487036898380295,0,7,3,1,0,0,0,0
49.87286889896349,93.2420611636587,0.8657397106795307,0,8,3,1,0,0,0,0
12.473355037269908,53.74615541333524,0.6067478301246536,0,9,3,0,0,1,0,0
75.99253650342669,43.06404676353721,0.5439223502745882,0,10,3,0,0,1,0,0
65.03159710701489,27.32178111362836,0.1944314454446276,0,11,3,1,0,0,0,0
92.36972521780169,74.31939247105099,0.0507840812114911,0,12,3,0,0,0,1,0
33.800957892074884,81.10453304374346,0.6752844762825353,0,13,3,1,0,0,0,0
14.56451519624522,51.28972617484501,0.3518120629599117,0,14,3,0,0,0,0,1
70.85855068793218,76.33022876630817,0.6862647854532525,0,15,3,0,0,0,0,1
80.77316169978734,82.1851437672511,0.166292052708713,0,16,3,0,0,1,0,0
39.8254029895631,68.07165652135744,0.107425555785323,0,17,3,0,1,0,0,0
12.184601872547413,97.73176014092073,0.0653463606382471,0,18,3,0,1,0,0,0
36.9412542954954,44.4059707359975,0.7817590190058886,0,19,3,0,0,0,0,1
61.41387641863861,46.56716357207259,0.671085348147031,0,20,3,0,0,0,1,0
74.95521382139967,50.497451261542906,0.5218400263257464,0,21,3,0,0,1,0,0
86.47644806653052,73.01484256366689,0.0083915576541542,0,22,3,0,1,0,0,0
44.586046124582026,70.58921223632976,0.2643047451700305,0,23,3,0,1,0,0,0
45.94470335816509,18.760393793572423,0.7695243691162444,0,0,4,0,1,0,0,0
86.17240478756997,33.87159912261558,0.0963849867089952,0,1,4,1,0,0,0,0
19.688496513147165,93.62801307167632,0.5907825622817242,0,2,4,0,0,0,0,1
79.52197137501955,78.51656294055846,0.5996910725465628,0,3,4,0,1,0,0,0
10.863844969173988,13.740115016215762,0.0769873880028959,1,4,4,0,0,0,0,1
15.24013555293646,35.76256757704117,0.9827270365132578,0,5,4,0,0,1,0,0
46.265651867845264,91.20674786727866,0.6983944973107784,0,6,4,0,0,0,1,0
10.64214063364256,67.72998285604584,0.7864850345761688,0,7,4,0,0,0,0,1
40.52631372440093,23.84789057823815,0.8608939744740778,0,8,4,0,1,0,0,0
55.74925986254664,23.19675309370517,0.0363253594047917,0,9,4,0,1,0,0,0
80.68702881549353,55.12309145953811,0.152484889271127,0,10,4,0,0,0,1,0
58.78105340124304,92.42444949008308,0.195162305471047,0,11,4,0,0,0,1,0
93.21260497318085,60.54514510210061,0.7535838037722454,0,12,4,0,1,0,0,0
48.93431687421971,58.13885000694888,0.0013112357995281,0,13,4,1,0,0,0,0
75.84896970201633,49.28997754079705,0.0686108170259279,0,14,4,0,0,1,0,0
99.24329385724016,20.433902723174075,0.799903050684708,1,15,4,1,0,0,0,0
97.62385249068704,34.28799621000191,0.8128326048241296,0,16,4,0,0,0,0,1
68.36222224178091,93.90980107812352,0.1303453119881498,1,17,4,0,0,0,1,0
52.7405583765616,62.2966821251412,0.8961648984302398,0,18,4,0,1,0,0,0
88.75728850172628,21.200385624323307,0.3292528457660703,0,19,4,0,0,1,0,0
70.65807372432405,39.62416222970549,0.063965262052487,0,20,4,1,0,0,0,0
16.560396381973245,94.98701866123818,0.1729678782624287,0,21,4,0,0,0,0,1
36.87248196812679,70.949036627234,0.9579481005143656,0,22,4,0,0,0,0,1
37.97774880715161,65.07165073329853,0.8398890363857324,0,23,4,0,1,0,0,0
37.40762141397819,87.84367671643805,0.6381432315674004,0,0,5,0,0,1,0,0
27.459895442013668,96.1462465106588,0.4297705660959885,0,1,5,0,0,1,0,0
16.468824479692067,91.1933076822215,0.4491231704158719,0,2,5,0,0,0,1,0
95.81318706963296,98.62431306543851,0.4188655842737862,0,3,5,0,0,0,0,1
63.47667766306569,69.26898129140069,0.9566960542981932,0,4,5,0,1,0,0,0
97.0655205171012,38.39751063654201,0.7962993717062002,1,5,5,0,0,0,1,0
13.592210306686386,72.0767151531791,0.3578208959090809,0,6,5,0,1,0,0,0
18.04295485910775,23.16580918170286,0.3581691063319129,0,7,5,0,1,0,0,0
57.400809663920754,96.99742620925753,0.3663305510153918,0,8,5,0,0,1,0,0
91.89645670792092,75.17795368204465,0.4797418085390359,0,9,5,0,1,0,0,0
67.30165835468443,71.27729966536388,0.8059953499461918,0,10,5,1,0,0,0,0
79.45616782324659,73.50579664763814,0.4466950064139259,0,11,5,1,0,0,0,0
74.59376570121384,95.81512850727324,0.1480582852993029,0,12,5,0,0,1,0,0
90.0500458660583,18.852697182192355,0.7304494846487675,0,13,5,0,0,0,0,1
71.65549550773102,13.294878186725366,0.966645463514096,0,14,5,0,1,0,0,0
76.74484865313467,70.84194087334146,0.9345265989340056,0,15,5,0,0,0,1,0
30.73140745162662,29.797542175411586,0.8713778981354636,0,16,5,0,1,0,0,0
13.94613717842646,10.976063792987292,0.0887224891439055,0,17,5,0,1,0,0,0
86.27614397676666,30.62781389727033,0.3804867275873326,0,18,5,0,0,0,1,0
39.15191297159039,86.27039905960704,0.5997076288705414,0,19,5,0,0,1,0,0
63.75541221221678,90.69366945616191,0.0525841195764624,0,20,5,1,0,0,0,0
13.936656978315106,97.45799845652886,0.1324130798457156,0,21,5,0,0,0,0,1
39.27911887178642,94.26044567659616,0.28161699231222,0,22,5,0,0,0,1,0
61.29285089639624,65.20547785019431,0.0361401268487941,0,23,5,0,0,0,1,0
61.5850254830433,58.92672040602855,0.9644991055160976,0,0,6,1,0,0,0,0
25.80762678101,81.998406792034,0.1764083665963066,0,1,6,0,0,0,0,1
60.1627950076116,46.79083873431522,0.829296851161239,0,2,6,1,0,0,0,0
73.95115480743799,11.414754823886248,0.1556446845128487,0,3,6,0,0,0,0,1
41.600666147750765,39.746571370799046,0.7831297143194322,0,4,6,0,0,0,1,0
77.50218977872183,69.42652625711786,0.4507371718071249,0,5,6,0,1,0,0,0
60.700759795200256,74.8024137001501,0.3540911370424252,1,6,6,0,0,0,1,0
10.867087743046213,11.135024291276173,0.6543579686540659,0,7,6,0,1,0,0,0
78.69908198812801,78.7926566816262,0.0924698674989543,0,8,6,0,0,1,0,0
13.562991257277996,73.35801855325286,0.8635439599431781,0,9,6,0,1,0,0,0
61.40287558718099,19.79428898571563,0.6459808078950701,0,10,6,0,0,0,1,0
68.40522340995258,52.57391797925766,0.1032059291351714,0,11,6,0,1,0,0,0
59.45638923887482,87.946838800399,0.7811165111485706,0,12,6,0,0,0,0,1
94.570751399094,45.34907934754776,0.3867848646906189,0,13,6,0,0,0,0,1
81.56433192297125,49.02599806311397,0.2741100007272282,0,14,6,0,0,1,0,0
58.42056072628485,76.7891524120786,0.3144079950434221,0,15,6,0,0,0,0,1
48.04486290773334,57.25912840477829,0.2883373503010789,0,16,6,1,0,0,0,0
27.51230202452078,21.239305903956133,0.3227980839253159,0,17,6,0,0,1,0,0
67.03130270994141,79.3765145476943,0.970049124736776,0,18,6,0,1,0,0,0
78.56207411278741,52.47637817645349,0.8581859979634036,1,19,6,0,0,1,0,0
81.95667521729543,75.32893871990358,0.4463273030715393,0,20,6,1,0,0,0,0
66.22278769805163,76.76865855547618,0.1168631146102391,0,21,6,0,0,0,0,1
43.288425940630695,87.13835924679432,0.2473200050082087,0,22,6,0,1,0,0,0
91.44727683785102,33.346974587766816,0.0498583601810919,0,23,6,0,0,0,1,0
98.68616371418082,79.684500917319,0.4855999522759509,0,0,0,0,0,0,0,1
84.03821814533373,21.68077849155916,0.0865758331665561,0,1,0,0,1,0,0,0
26.705903742573543,78.78591569653737,0.8576199416102118,0,2,0,0,1,0,0,0
95.66715462171436,66.7376965174679,0.3073939306775677,0,3,0,0,1,0,0,0
53.84797949558436,47.443041935154895,0.210648526054667,0,4,0,1,0,0,0,0
67.7566473614084,17.36876575850654,0.0590292986848037,0,5,0,0,1,0,0,0
68.86554660517089,56.889921501141245,0.0177160412981203,0,6,0,0,0,0,0,1
32.334368575520536,22.120892689336657,0.681498050466276,0,7,0,0,0,0,1,0
87.0159324540077,41.46857357472534,0.9854105185705414,0,8,0,1,0,0,0,0
34.528113601375296,13.871281828809789,0.7622048594652203,0,9,0,1,0,0,0,0
72.13258352324524,29.67925462704473,0.9392161655993088,1,10,0,0,0,0,0,1
55.797695917609126,10.9730234023345,0.1883338580116202,0,11,0,0,1,0,0,0
26.44706544020341,94.0622960105692,0.2589414407353841,0,12,0,0,0,1,0,0
99.7192337077914,51.6073040765863,0.9585613328123336,0,13,0,1,0,0,0,0
39.30443808666833,70.86813431740313,0.4745197026132388,0,14,0,0,1,0,0,0
48.95945026618623,14.748967417508124,0.3279132217069292,0,15,0,0,0,1,0,0
98.73461898413122,62.37409427812566,0.0452476378006632,0,16,0,0,1,0,0,0
69.33327246195044,35.94577240035858,0.8934789871384754,0,17,0,0,0,1,0,0
65.34894374447977,56.4273949545298,0.9122973990642969,0,18,0,0,0,0,1,0
69.82507207727988,33.87630498125569,0.4038264321080043,0,19,0,0,0,0,1,0
46.17260059157836,23.30991586673956,0.8944399270078037,0,20,0,0,1,0,0,0
55.20400597044325,25.29149584461545,0.0897404131770416,0,21,0,0,0,0,1,0
53.97929249001216,52.565828289984246,0.3351857633051895,0,22,0,0,0,0,1,0
45.00641711892598,77.85459460480482,0.5722681836455746,1,23,0,0,1,0,0,0
27.18554242606038,59.1248358630428,0.2720936802463285,0,0,1,0,0,1,0,0
25.420517132167863,69.93087011641819,0.5157654931543152,0,1,1,0,1,0,0,0
48.2529491789015,92.35937017351696,0.1344724121321731,0,2,1,1,0,0,0,0
38.65841154384127,24.898259397715726,0.1745842508047409,0,3,1,0,0,0,0,1
66.64627231049542,65.35616715581493,0.2188798757268968,0,4,1,0,0,0,0,1
67.64191353460876,99.04387605443804,0.2187786756626317,0,5,1,0,1,0,0,0
95.63285443399356,64.90209134121136,0.7866977743196337,0,6,1,0,0,0,1,0
81.69004135988487,90.59198940509926,0.0065898600587622,0,7,1,0,0,1,0,0
60.724694915321855,52.49254177338928,0.0271173542793712,0,8,1,0,1,0,0,0
60.55808100557361,21.65134654738703,0.8702311777696006,0,9,1,0,0,0,1,0
38.533109535613626,78.56612335127426,0.6493666203166822,0,10,1,0,0,0,1,0
39.64193470676073,80.25449380538134,0.7074811593133916,0,11,1,1,0,0,0,0
52.32859080638063,15.053521973225672,0.5105081670860443,0,12,1,0,0,0,0,1
61.157045133672426,96.62137605981933,0.281707456377549,0,13,1,0,0,0,1,0
74.41673714777123,92.88343588588074,0.8142113446109935,0,14,1,0,0,1,0,0
16.70607949337328,96.46532589209308,0.7633935853704387,0,15,1,0,0,0,1,0
23.740319049622585,71.3379670683811,0.5556280311853758,0,16,1,1,0,0,0,0
72.19579593152234,64.84821624051361,0.4558990958760039,0,17,1,0,0,0,0,1
63.92237414443909,79.51078292588622,0.275612962520994,0,18,1,0,0,1,0,0
32.121734238901404,35.66109499785723,0.3485183802706245,0,19,1,0,1,0,0,0
61.32263139109206,34.53383406995822,0.9916263388452976,0,20,1,1,0,0,0,0
54.47433021499057,18.327174054357272,0.387238274676982,0,21,1,0,0,0,1,0
27.336940402644966,11.86341116322519,0.2175426414356537,0,22,1,1,0,0,0,0
31.305825185224148,26.5734715248705,0.2022063741775694,0,23,1,1,0,0,0,0
41.54205962794481,29.782455750319624,0.4933083192807312,0,0,2,1,0,0,0,0
32.85924468136734,59.42213532077228,0.6120335137046751,0,1,2,0,0,0,0,1
71.23473259275752,10.317806918915364,0.3276545412729026,0,2,2,1,0,0,0,0
26.619459510326152,84.3166959270708,0.8640972249158761,0,3,2,0,0,0,1,0
56.27958729651075,36.15552839616184,0.74077886236982,0,4,2,0,0,0,0,1
79.5393640180564,27.51526729487366,0.6077520024600808,0,5,2,0,0,0,0,1
36.75441407266821,10.83104719865872,0.6208991111145831,1,6,2,0,0,1,0,0
58.17973707615728,30.82326807262543,0.0443423904348095,1,7,2,0,0,0,0,1
28.303899974374268,20.01826492292852,0.4031613295818237,0,8,2,0,0,1,0,0
35.92410077105648,59.425774167905104,0.9507628829289666,0,9,2,0,0,0,0,1
78.3127071416263,49.11928354400872,0.7328517217427827,0,10,2,0,1,0,0,0
35.05265258366971,27.226847422488543,0.783449780337816,0,11,2,0,0,0,0,1
70.79730570531635,41.09922893712948,0.4185392602509085,0,12,2,0,0,0,1,0
61.10932034404943,62.47164634932084,0.6520016060332727,0,13,2,0,0,1,0,0
56.754616986193845,87.47329707970232,0.6129715935210693,0,14,2,1,0,0,0,0
16.219860051456457,31.214831319840613,0.7701598012954176,0,15,2,0,0,0,1,0
10.802412944130907,61.90352457018726,0.7173568735458106,0,16,2,1,0,0,0,0
66.57002449606415,96.57198893334257,0.5867595351398335,0,17,2,0,0,0,0,1
26.13399219623217,37.99213522725594,0.5621896468421762,0,18,2,0,0,0,1,0
17.31735492821924,51.99564188670163,0.7037667679921972,0,19,2,0,0,1,0,0
75.32446317385762,61.43609226237128,0.2649763500619336,0,20,2,0,0,0,1,0
30.768477767337625,14.523521313976882,0.119439939441808,0,21,2,0,0,0,0,1
57.45622413714661,33.91358309691065,0.5873764896528769,0,22,2,0,0,1,0,0
73.3032970491333,78.97968795996621,0.8256869130953508,0,23,2,0,1,0,0,0
96.23321419600772,51.13891597355007,0.7572829171552454,1,0,3,1,0,0,0,0
77.3046654263469,69.59584396696133,0.9199520465471112,0,1,3,0,0,0,0,1
62.77388544748326,66.20543512364335,0.8946864965778659,0,2,3,0,0,0,1,0
56.5503597491276,58.01664841377381,0.3964009869235997,0,3,3,0,0,0,1,0
91.37503293179564,79.28311196441244,0.2961903751706429,0,4,3,0,0,0,0,1
35.15145130726461,16.92260058654751,0.4012329535232043,0,5,3,0,0,1,0,0
34.5208597441328,22.65471379806029,0.7979050029185851,0,6,3,1,0,0,0,0
95.32857784875084,12.048607534897886,0.6879926520485328,0,7,3,0,0,0,0,1
51.40358574104649,82.52626114093874,0.7405518810727442,0,8,3,0,0,0,1,0
20.66255752728149,67.96649542030532,0.3585527610416317,0,9,3,0,0,0,1,0
53.65543294021365,87.3613393910834,0.2610608466124333,0,10,3,0,0,0,0,1
46.2432624020462,55.29097105603493,0.4914997821568332,0,11,3,0,0,1,0,0
42.303801913906405,97.05791341411005,0.0525274265761928,0,12,3,0,0,0,1,0
98.06620816132504,25.14389827717285,0.1267893006667646,0,13,3,0,1,0,0,0
61.98793644916741,51.243510294736616,0.6907669459308304,0,14,3,0,0,0,0,1
15.083582510759244,50.70585723009551,0.8317042766387782,0,15,3,0,0,0,1,0
79.21418526693257,44.03294777488758,0.3718737635846537,0,16,3,1,0,0,0,0
14.325618955526988,18.86049746956485,0.1315993992700281,0,17,3,0,0,0,1,0
74.04598056616143,13.478672536399934,0.2694494353927176,0,18,3,0,0,0,0,1
13.775391834001596,74.97224620949478,0.7677320347425342,0,19,3,0,1,0,0,0
20.773444943242666,18.097908364235465,0.1150802937910266,0,20,3,1,0,0,0,0
76.94851055777721,83.10914211490532,0.0838056407330528,0,21,3,0,0,1,0,0
27.453116490888377,81.94669264544623,0.0069695841114257,0,22,3,0,0,0,0,1
61.47768761043001,18.370412411716973,0.2859944269610791,0,23,3,0,0,0,1,0
68.64043640103054,71.94075357934904,0.5813751838547687,0,0,4,0,1,0,0,0
39.75178064381655,84.89408519676891,0.3179432536869019,0,1,4,0,0,1,0,0
84.98269506569027,26.085561852185347,0.7364416334829819,0,2,4,0,0,0,0,1
29.291555935495328,65.299832246262,0.781144516158459,0,3,4,0,0,1,0,0
22.18984231519618,64.93988674382405,0.8705355626587007,0,4,4,0,1,0,0,0
64.22877239230128,45.88273508416468,0.6173716445774726,0,5,4,0,0,0,1,0
23.85431432932064,42.37126163650664,0.8085710538493318,0,6,4,1,0,0,0,0
85.9983524413847,16.026934488711962,0.8848376456935328,0,7,4,0,0,1,0,0
57.86994336632967,54.92016403904978,0.9389942798388944,0,8,4,1,0,0,0,0
88.09696867382264,75.78919810722196,0.3085432272629526,0,9,4,0,0,0,1,0
10.047488390659712,87.5490045213581,0.6342225001600693,0,10,4,0,1,0,0,0
24.83845006368293,36.01745612017183,0.8321666241180627,0,11,4,0,0,0,1,0
47.84508341466206,49.45731634253127,0.7269899136620447,0,12,4,0,1,0,0,0
14.615120532256274,94.55363187178202,0.3551479335481227,0,13,4,1,0,0,0,0
60.68884239418577,12.067869544491092,0.5369987811207021,0,14,4,0,0,1,0,0
61.232174778009686,24.06076457273275,0.6319375532388383,0,15,4,1,0,0,0,0
93.37250431864632,59.29937764417035,0.9565005520133336,0,16,4,1,0,0,0,0
95.76692181306092,47.67133353601729,0.0665114211885339,1,17,4,1,0,0,0,0
61.88904454076027,34.97478548680935,0.7919936977724671,0,18,4,0,0,1,0,0
70.86740450604661,28.35578214518485,0.2217574129478223,1,19,4,0,0,0,0,1
70.95760928948519,70.81285453080936,0.0127601291087956,1,20,4,0,0,1,0,0
47.59519154883488,51.916807419107215,0.9480732830039864,0,21,4,0,0,1,0,0
84.74839337828455,94.06588628576188,0.4041609764191658,0,22,4,0,1,0,0,0
64.2996060597047,64.06478658704091,0.7985862568880285,0,23,4,0,0,0,1,0
59.06558827131725,53.56586867960771,0.148080122369467,0,0,5,0,0,1,0,0
59.40095528433461,21.958819772538543,0.0749136948288784,0,1,5,0,0,0,0,1
